file_name,Male,Young,EyeGlasses
seed3332,0,1,0
seed0622,0,1,0
seed18814,1,1,0
seed12779,0,0,0
seed18152,1,1,0
seed14870,1,1,0
seed13902,1,1,0
seed8453,1,0,1
seed17410,1,1,0
seed18979,1,0,1
seed6683,0,1,0
seed3436,0,1,0
seed5236,0,1,0
seed13014,0,0,0
seed9142,0,1,0
seed12967,0,1,0
seed9624,0,1,0
seed0732,0,1,0
seed19508,0,0,0
seed12775,1,1,0
seed10600,0,1,0
seed4061,1,1,0
seed13708,1,1,0
seed19403,1,1,0
seed8995,0,1,0
seed15058,0,1,0
seed6240,0,1,0
seed13274,0,1,0
seed14590,1,1,0
seed8050,0,0,0
seed3835,1,0,0
seed12275,0,1,0
seed13190,0,1,0
seed15071,0,1,0
seed12469,1,1,0
seed13740,0,1,0
seed8945,1,0,0
seed7496,0,1,0
seed6581,1,1,0
seed7342,0,1,0
seed10920,0,1,0
seed15252,1,1,0
seed2410,0,1,0
seed6398,1,1,0
seed11024,0,1,0
seed14780,1,0,1
seed18522,1,1,0
seed2359,1,1,0
seed17319,1,0,0
seed15964,1,1,0
seed4238,1,1,0
seed9475,1,1,0
seed10785,0,1,0
seed16430,0,1,0
seed13476,1,1,0
seed8394,1,0,0
seed3463,1,1,0
seed3609,0,1,0
seed18785,0,1,0
seed3727,0,1,0
seed9161,0,1,0
seed13172,1,0,1
seed6160,1,1,0
seed11725,0,1,0
seed4269,1,0,1
seed18171,0,1,0
seed4582,0,1,0
seed18106,0,1,0
seed7418,0,1,0
seed3111,0,0,0
seed18179,0,0,0
seed5575,1,1,0
seed13881,1,1,0
seed11203,1,1,0
seed18261,0,1,0
seed10897,0,1,0
seed10499,0,1,0
seed3348,0,1,0
seed1246,1,1,0
seed10847,0,1,0
seed8920,0,1,0
seed6965,1,1,0
seed18707,1,1,0
seed11986,1,0,0
seed18240,0,1,0
seed1773,0,1,0
seed12669,0,1,0
seed4450,0,1,0
seed15453,1,1,0
seed10853,1,1,0
seed13189,1,1,0
seed16766,1,1,1
seed5308,0,1,0
seed9601,1,1,0
seed4817,0,1,1
seed6485,0,1,0
seed3612,1,1,0
seed4422,1,0,0
seed13083,0,1,0
seed9007,1,1,0
seed17008,1,1,0
seed12095,0,1,0
seed18050,1,0,0
seed14714,1,0,0
seed2772,1,1,0
seed16486,0,1,0
seed1010,0,1,0
seed3066,0,1,0
seed14294,1,1,0
seed3290,1,1,0
seed17916,0,1,0
seed9236,1,1,0
seed0699,1,1,0
seed11712,1,1,0
seed3842,0,1,0
seed9929,1,0,0
seed4603,1,1,0
seed13605,0,1,0
seed3566,0,1,0
seed14863,0,1,0
seed10002,1,1,0
seed5777,0,1,0
seed14993,1,1,0
seed18387,0,1,0
seed16319,0,1,0
seed5417,0,0,1
seed18090,1,1,0
seed12029,0,1,0
seed7162,0,0,0
seed15884,0,1,0
seed15175,0,1,0
seed5933,1,1,0
seed15078,1,0,0
seed0283,1,1,0
seed15334,0,1,0
seed1762,1,1,0
seed7996,0,1,0
seed4299,1,1,0
seed13639,1,1,0
seed8994,1,1,0
seed5579,0,1,0
seed0586,1,1,0
seed1933,0,1,0
seed5928,1,1,0
seed9363,1,1,0
seed13765,0,1,0
seed9294,1,0,0
seed10276,0,1,0
seed0912,0,1,0
seed1395,1,1,1
seed19867,0,1,0
seed18524,0,1,0
seed15398,1,1,0
seed15253,1,1,0
seed7302,1,1,1
seed13705,1,0,1
seed1691,1,1,0
seed13906,0,1,0
seed18720,0,1,0
seed11173,1,1,0
seed9084,1,1,0
seed11809,1,1,0
seed6059,0,1,0
seed10544,0,0,0
seed8368,1,0,1
seed17210,1,0,0
seed0727,1,1,0
seed5567,1,0,0
seed10370,0,1,0
seed12657,1,1,0
seed3709,1,1,0
seed7107,1,0,1
seed0530,1,0,0
seed10424,0,0,0
seed8647,0,1,0
seed5673,0,1,0
seed2853,0,1,0
seed4085,1,1,0
seed7899,0,1,0
seed1030,1,1,0
seed17419,0,1,0
seed9752,1,0,0
seed11186,1,1,0
seed3472,1,1,0
seed1847,0,0,0
seed10770,1,1,0
seed17861,0,1,0
seed9867,1,1,0
seed1509,0,1,0
seed1110,0,1,0
seed7929,0,1,0
seed17894,0,1,0
seed19907,0,1,0
seed15415,0,1,0
seed16499,1,1,0
seed19282,0,1,0
seed6901,1,1,0
seed15597,0,1,0
seed10689,1,1,0
seed2296,1,0,0
seed2955,1,1,0
seed14289,0,1,0
seed0602,0,1,0
seed5185,0,1,0
seed16065,0,1,0
seed19847,1,1,0
seed13823,0,1,0
seed7061,1,0,0
seed6608,1,0,1
seed15186,0,1,0
seed2150,0,1,0
seed6942,1,1,1
seed4266,1,1,0
seed18360,0,1,0
seed19713,0,1,0
seed15337,0,1,0
seed0657,0,1,0
seed18183,1,1,0
seed17436,0,0,1
seed17623,1,1,0
seed18348,1,1,0
seed16329,1,0,0
seed18426,1,0,0
seed18193,1,1,0
seed15741,1,1,0
seed17259,1,1,0
seed17050,0,1,0
seed18960,0,1,0
seed3628,0,1,0
seed4540,0,0,0
seed11895,0,1,0
seed15839,1,1,0
seed4676,1,0,0
seed5169,0,1,0
seed16452,1,1,0
seed11402,1,1,0
seed16558,0,1,0
seed3092,0,1,0
seed16908,1,1,0
seed5285,1,1,0
seed8877,1,0,0
seed13207,1,0,0
seed6015,0,1,0
seed11249,1,1,0
seed11099,1,1,0
seed9080,0,1,0
seed9120,0,1,0
seed10194,0,1,0
seed19816,1,1,0
seed13511,0,0,0
seed6823,1,1,0
seed5630,1,1,0
seed17171,1,1,0
seed12946,1,1,0
seed11541,1,0,0
seed9799,1,0,1
seed19271,0,1,0
seed14610,0,1,0
seed13747,1,0,0
seed15230,1,1,0
seed1504,0,1,0
seed6954,0,1,0
seed8461,0,0,0
seed10803,0,1,0
seed3785,1,0,0
seed13806,1,1,0
seed10198,0,1,0
seed8428,0,1,0
seed10612,1,0,0
seed16590,0,1,0
seed5505,0,1,0
seed17884,0,1,0
seed0533,0,1,0
seed6718,1,1,0
seed7261,0,1,0
seed16699,1,0,1
seed13641,1,1,0
seed5482,0,1,1
seed19290,0,1,0
seed6427,0,1,0
seed10266,0,1,0
seed12526,0,1,0
seed19918,0,1,0
seed4909,1,1,0
seed8084,1,1,1
seed16195,1,1,0
seed12639,0,1,0
seed3298,1,0,0
seed4548,1,0,1
seed5912,0,1,0
seed8199,1,0,0
seed14402,1,1,0
seed13878,1,1,0
seed19976,1,0,0
seed5279,0,1,0
seed13030,0,1,0
seed2913,0,1,0
seed18074,1,0,1
seed15740,1,1,0
seed18233,1,0,0
seed0319,0,1,0
seed7577,1,1,0
seed16810,0,1,0
seed6904,0,1,0
seed3342,0,1,0
seed17563,0,0,0
seed9657,0,1,0
seed3717,0,0,0
seed12529,0,1,0
seed4953,0,1,0
seed11854,0,1,0
seed18823,1,1,0
seed19256,0,1,0
seed18973,1,1,0
seed12277,1,1,0
seed17247,1,1,0
seed2015,1,0,0
seed1646,1,1,0
seed8140,0,1,0
seed15926,1,1,0
seed6986,0,1,0
seed4620,0,1,0
seed1951,0,1,0
seed12369,1,0,0
seed9925,1,0,1
seed16989,1,1,0
seed13283,1,1,0
seed18858,0,1,0
seed7726,1,1,0
seed3548,0,1,0
seed19100,1,1,0
seed5022,1,0,1
seed8689,0,1,0
seed6721,0,1,0
seed5684,1,1,0
seed5331,0,1,0
seed14007,1,1,0
seed7263,1,1,0
seed0592,1,1,0
seed3174,0,1,0
seed0042,0,1,1
seed5970,1,1,0
seed8844,0,1,0
seed9810,1,0,0
seed6817,1,0,0
seed8049,0,1,0
seed12956,1,0,0
seed11314,0,1,0
seed16752,1,1,0
seed7918,0,1,0
seed13678,0,1,0
seed3274,1,1,0
seed14518,0,1,0
seed17696,0,1,0
seed10228,0,1,0
seed11984,0,1,0
seed10531,1,0,0
seed13706,1,1,0
seed4761,1,1,0
seed14586,0,1,0
seed2815,1,1,0
seed10422,1,1,1
seed12273,1,1,0
seed4092,1,1,0
seed13323,0,1,0
seed8847,0,1,0
seed0604,1,1,0
seed17579,0,1,0
seed7886,0,1,0
seed5238,1,1,0
seed12840,0,1,0
seed7444,1,1,0
seed9709,0,0,0
seed0738,0,1,0
seed13865,0,1,0
seed8224,1,1,0
seed10229,0,1,0
seed6580,1,1,0
seed18018,0,1,0
seed1947,1,0,0
seed10591,1,1,0
seed9824,1,1,0
seed13260,1,0,0
seed18775,1,0,0
seed0655,0,1,0
seed9828,1,1,0
seed1349,0,1,0
seed8066,1,0,0
seed14009,1,1,1
seed13580,1,0,0
seed11075,0,0,1
seed13393,1,0,0
seed17829,1,1,0
seed18679,1,0,0
seed16685,1,1,0
seed12272,1,0,0
seed13698,0,1,0
seed16897,0,1,0
seed3819,1,1,0
seed16872,0,1,0
seed1163,1,0,1
seed4639,1,0,1
seed6381,0,1,0
seed18845,0,1,1
seed3431,1,0,0
seed0403,1,0,0
seed9057,0,1,0
seed14473,0,1,0
seed19052,1,1,0
seed6433,0,1,0
seed18980,1,1,0
seed1044,1,0,0
seed18447,1,1,0
seed2326,1,0,1
seed12645,0,1,0
seed1862,0,0,0
seed18723,1,0,0
seed16350,1,0,0
seed10703,1,1,0
seed1025,0,1,0
seed11953,1,0,0
seed8297,0,1,0
seed6504,0,1,0
seed16994,0,0,0
seed14703,0,1,0
seed4377,1,0,0
seed2829,1,1,0
seed6899,1,0,1
seed5711,0,1,0
seed3814,1,1,0
seed12954,0,1,0
seed8768,0,1,0
seed0160,1,1,0
seed0639,1,0,1
seed7962,1,0,1
seed1706,1,1,1
seed12336,1,0,0
seed2744,0,1,0
seed11308,0,0,0
seed16523,1,1,1
seed1438,0,1,0
seed5607,0,1,0
seed3015,1,0,0
seed2730,1,1,0
seed2965,1,1,0
seed2525,1,1,0
seed1785,0,1,0
seed18202,1,1,0
seed7761,1,1,0
seed1869,1,0,0
seed4933,1,1,0
seed4857,1,1,0
seed7813,1,1,0
seed6320,0,1,0
seed2720,0,1,0
seed12569,1,0,0
seed5459,0,1,0
seed9505,0,1,0
seed4281,0,1,0
seed16375,1,1,1
seed6376,0,0,0
seed12385,1,1,0
seed6325,0,1,0
seed16617,0,0,0
seed14137,0,1,0
seed1955,1,0,0
seed14917,0,1,0
seed14647,0,1,0
seed3676,0,1,0
seed11629,0,1,0
seed5589,0,1,0
seed14794,1,1,0
seed0708,1,0,0
seed8527,0,1,0
seed14210,0,1,0
seed19098,0,1,0
seed3713,0,1,0
seed18137,1,1,0
seed0594,1,0,1
seed6506,1,1,0
seed5680,0,0,0
seed19453,1,1,0
seed19560,1,0,0
seed5620,0,1,0
seed10024,0,1,0
seed9165,0,1,0
seed16534,1,1,0
seed2786,0,1,0
seed9279,1,1,0
seed11067,0,1,0
seed14838,0,1,0
seed1625,0,1,0
seed4105,1,0,0
seed18003,1,0,0
seed11643,0,1,0
seed4042,0,1,0
seed16947,1,1,0
seed9848,0,1,0
seed7182,0,1,0
seed2191,1,1,0
seed4611,0,1,0
seed17019,0,1,0
seed2966,0,1,0
seed17031,0,1,0
seed0906,1,1,0
seed6712,0,1,0
seed4907,0,1,0
seed14383,1,1,0
seed3619,0,1,0
seed0082,0,1,0
seed12681,1,1,0
seed16260,1,1,0
seed5528,1,1,0
seed14111,1,0,0
seed9222,1,1,0
seed15679,1,0,1
seed15943,0,1,0
seed4829,1,1,0
seed4310,1,0,0
seed13875,0,0,0
seed17942,0,1,0
seed12068,0,1,0
seed0340,1,1,0
seed7600,0,1,0
seed8992,1,0,1
seed11187,1,0,0
seed4943,0,1,0
seed11174,1,1,0
seed12839,1,1,0
seed8500,1,1,0
seed3928,0,1,0
seed5013,0,1,0
seed5469,0,1,0
seed0131,0,1,0
seed5744,0,1,0
seed4149,0,1,0
seed15074,1,0,0
seed2665,1,1,0
seed2724,1,1,0
seed11824,1,1,1
seed8856,1,1,0
seed3601,0,1,0
seed4894,0,1,0
seed17813,1,1,0
seed7369,1,0,1
seed18448,0,1,0
seed9054,1,1,0
seed10954,1,1,0
seed17240,0,1,0
seed10886,0,1,0
seed18226,1,1,0
seed16911,1,0,0
seed18879,0,1,0
seed17325,1,1,0
seed12611,0,1,0
seed19950,1,1,0
seed10037,0,1,0
seed12054,0,1,0
seed2921,1,1,0
seed5657,0,1,0
seed4879,0,1,0
seed16901,0,1,0
seed9028,1,1,0
seed6072,1,1,0
seed14746,1,1,0
seed13653,1,1,1
seed19059,1,1,0
seed9852,0,1,0
seed17215,1,0,0
seed5299,1,0,1
seed16652,0,1,0
seed2307,1,1,1
seed7129,1,0,0
seed1942,0,1,0
seed19603,0,1,1
seed1231,0,0,0
seed10271,1,0,1
seed10469,0,1,0
seed8121,0,1,0
seed19141,1,1,0
seed14587,0,0,0
seed8440,0,1,0
seed15031,1,1,0
seed13751,0,1,0
seed4318,1,1,1
seed2926,1,1,0
seed2399,0,1,0
seed15107,1,1,1
seed18670,1,0,0
seed5814,0,0,0
seed5569,1,1,0
seed11468,1,0,0
seed14499,0,1,0
seed11523,0,1,0
seed7631,1,1,0
seed0436,1,1,0
seed14230,0,1,0
seed6920,0,1,0
seed17355,0,1,0
seed19917,0,1,0
seed10727,0,1,0
seed11088,1,1,0
seed8519,1,1,0
seed13976,0,1,0
seed13628,1,0,0
seed3888,1,1,0
seed10887,1,1,0
seed5485,1,1,0
seed9345,1,1,0
seed4384,1,0,0
seed5987,0,0,0
seed18009,1,0,0
seed4578,0,0,0
seed1961,0,1,0
seed19306,1,0,1
seed12923,1,1,0
seed18618,1,1,1
seed19910,0,1,0
seed2850,0,1,0
seed14394,0,1,0
seed19617,1,1,0
seed11065,0,1,0
seed0235,0,1,0
seed8502,1,0,1
seed0560,0,1,0
seed14209,0,1,0
seed3146,0,1,0
seed1721,1,1,0
seed10532,1,1,0
seed12653,1,1,0
seed10551,0,1,0
seed5132,1,1,0
seed2978,1,1,0
seed1664,0,1,0
seed6113,0,1,0
seed2329,0,1,0
seed12665,1,1,1
seed18219,0,1,0
seed15383,1,0,0
seed14559,1,1,0
seed17194,0,1,0
seed14680,1,1,0
seed3281,1,1,0
seed9147,1,1,0
seed19837,1,1,0
seed15506,0,1,0
seed4686,1,1,0
seed10207,1,0,0
seed15747,1,0,0
seed9523,1,0,1
seed9664,0,0,1
seed17692,0,0,0
seed1779,0,1,0
seed0455,1,1,0
seed5160,1,0,0
seed2599,0,1,0
seed14441,1,1,0
seed5075,1,1,0
seed17755,1,1,0
seed13211,0,1,0
seed12702,0,1,0
seed19428,0,1,0
seed4423,0,1,0
seed0510,1,1,0
seed12427,0,1,0
seed1662,1,1,0
seed8405,0,1,0
seed5621,1,1,0
seed2858,1,0,0
seed1712,1,1,0
seed8905,1,1,0
seed11659,1,1,0
seed13617,1,1,0
seed9493,1,0,0
seed9797,0,1,0
seed1031,1,1,0
seed17452,1,1,0
seed11339,0,1,0
seed10017,1,0,0
seed4659,0,1,0
seed19331,0,1,0
seed18363,0,1,0
seed0584,0,1,0
seed5360,1,1,0
seed6849,0,1,1
seed19802,0,1,1
seed7605,0,1,0
seed7646,1,1,0
seed4549,0,1,0
seed3942,1,1,0
seed4244,1,1,0
seed17731,1,1,0
seed7763,0,1,1
seed11557,1,0,1
seed9536,1,1,0
seed0749,1,0,0
seed8344,0,1,0
seed1678,1,1,0
seed19774,1,0,0
seed19053,0,1,0
seed0202,0,1,0
seed16528,1,1,0
seed2164,1,1,1
seed12811,1,1,0
seed4911,1,0,0
seed6630,0,1,0
seed10854,0,1,0
seed15982,0,1,0
seed15388,1,1,0
seed2209,1,1,1
seed3424,1,1,0
seed16845,0,1,0
seed15778,1,1,0
seed2619,0,1,0
seed12754,1,1,0
seed6025,1,1,0
seed2145,1,1,0
seed14853,0,1,0
seed14557,0,1,0
seed13748,1,0,0
seed8221,1,1,0
seed3794,0,0,1
seed18157,1,0,1
seed9487,0,1,0
seed3263,1,0,0
seed19710,0,1,0
seed10786,0,1,0
seed14008,1,0,1
seed1002,0,1,0
seed16607,1,0,0
seed9654,1,1,0
seed14677,0,1,0
seed1860,0,1,0
seed10372,0,1,0
seed10947,1,1,1
seed17509,1,1,0
seed7927,1,1,0
seed18566,1,0,0
seed18648,1,1,0
seed1439,1,1,0
seed2193,1,1,0
seed7485,0,0,1
seed16634,0,1,0
seed18907,0,0,0
seed8821,1,0,1
seed1939,1,1,1
seed3301,0,1,0
seed14377,0,1,0
seed3126,1,0,1
seed12988,1,1,0
seed4789,0,1,0
seed15954,0,1,0
seed14046,0,1,0
seed12227,0,1,0
seed8462,0,0,0
seed4094,1,1,0
seed6314,1,1,0
seed4329,0,1,0
seed6336,0,1,1
seed16281,1,1,0
seed7098,0,1,0
seed7639,1,1,0
seed3283,0,1,0
seed9036,1,1,0
seed6440,1,1,0
seed18231,0,1,0
seed14693,0,1,0
seed8093,1,1,0
seed18848,1,0,0
seed6189,1,1,0
seed10215,0,1,0
seed1729,1,1,0
seed11615,1,0,0
seed1562,0,1,0
seed15233,1,0,0
seed11623,1,1,0
seed13064,0,1,0
seed6242,0,1,0
seed4209,1,0,0
seed5674,1,0,0
seed8348,1,0,0
seed6570,0,1,0
seed15555,0,1,0
seed10256,1,1,0
seed4800,1,1,0
seed15767,0,1,0
seed16201,0,1,0
seed18027,0,1,0
seed0712,1,0,0
seed2812,1,1,0
seed8984,1,0,0
seed7375,1,1,0
seed11570,0,0,0
seed7641,1,1,1
seed9001,1,1,0
seed12102,0,1,0
seed12256,0,1,0
seed5655,1,1,0
seed15001,1,0,0
seed0675,1,1,1
seed17726,1,1,1
seed15410,1,1,0
seed8555,0,1,0
seed9998,0,1,0
seed10626,0,1,0
seed0069,1,0,0
seed11149,1,1,0
seed16417,1,1,0
seed11416,1,0,0
seed8290,0,0,1
seed0818,0,1,0
seed4672,1,1,0
seed13896,0,1,0
seed18569,0,1,0
seed8594,0,1,0
seed9730,0,1,0
seed13816,0,1,0
seed18881,0,1,0
seed18943,1,1,0
seed0129,1,1,0
seed10656,0,1,0
seed0265,1,0,0
seed1190,1,1,1
seed15139,0,1,0
seed14356,0,1,0
seed8466,0,1,0
seed5885,1,1,0
seed2235,1,1,0
seed13559,1,1,0
seed14405,1,1,0
seed4831,0,1,0
seed11698,1,1,0
seed14373,0,1,0
seed0842,0,1,0
seed0126,1,1,0
seed11058,0,1,0
seed5060,1,1,0
seed11507,0,1,0
seed17997,0,1,0
seed4903,0,1,0
seed13071,0,1,0
seed19696,1,1,0
seed11302,1,0,0
seed13403,0,0,1
seed3357,1,0,0
seed18351,0,1,0
seed19304,0,1,0
seed9568,1,1,0
seed0246,1,1,0
seed13234,1,1,0
seed4964,0,1,0
seed2709,0,1,0
seed5703,0,1,0
seed7196,1,0,0
seed13571,0,1,0
seed18466,1,0,0
seed18655,1,1,1
seed15775,0,1,0
seed8322,1,1,0
seed15577,0,1,0
seed13170,1,1,0
seed18698,1,1,0
seed14545,1,1,0
seed4417,1,1,0
seed11154,0,1,0
seed19167,0,0,0
seed16128,0,0,0
seed5803,0,1,0
seed3070,1,1,0
seed17048,0,1,0
seed4570,1,1,1
seed10740,0,1,0
seed16142,1,1,0
seed4553,0,1,0
seed18753,0,1,0
seed9187,0,1,0
seed0875,0,1,0
seed15755,1,1,0
seed18992,0,1,0
seed10470,0,1,0
seed1950,0,1,0
seed12221,0,1,0
seed2867,1,0,0
seed1725,1,1,0
seed16412,1,0,0
seed9320,0,1,0
seed4945,0,1,0
seed2890,1,1,0
seed7031,0,0,0
seed6726,1,1,0
seed0843,0,1,0
seed17073,1,0,0
seed12402,0,1,0
seed18518,0,1,0
seed3792,0,0,1
seed0805,0,1,0
seed6182,1,0,1
seed10965,0,1,0
seed11077,1,0,0
seed2741,1,1,0
seed5827,0,1,0
seed5533,0,1,0
seed0166,0,1,0
seed18236,1,1,0
seed6700,1,1,0
seed4538,0,1,0
seed18319,0,1,0
seed2516,1,1,0
seed19664,1,1,0
seed8560,0,1,0
seed16190,1,0,0
seed14552,0,1,0
seed14042,1,1,0
seed5521,0,1,0
seed6714,1,1,0
seed19448,1,1,0
seed15451,0,1,0
seed3446,0,1,0
seed5411,0,1,0
seed3776,0,1,0
seed1407,1,0,0
seed17565,1,1,0
seed0193,1,1,0
seed4198,0,1,0
seed15773,0,1,0
seed17578,1,1,0
seed10537,0,1,0
seed18513,1,1,0
seed10730,1,1,0
seed2782,0,1,0
seed14109,0,1,0
seed7952,1,0,1
seed11263,0,1,0
seed3440,0,0,0
seed8253,0,1,0
seed10641,0,1,0
seed4881,1,1,0
seed17792,1,1,0
seed11841,0,1,1
seed18201,0,1,0
seed11811,0,1,0
seed17996,0,1,0
seed1669,1,0,1
seed10898,1,1,0
seed4446,1,1,1
seed14116,0,1,0
seed13181,1,1,0
seed2207,0,1,1
seed8216,1,1,0
seed11037,0,1,0
seed11641,0,0,0
seed11383,0,1,0
seed10736,1,0,0
seed17181,1,1,0
seed17025,1,0,0
seed9702,1,1,0
seed10796,0,1,0
seed0444,0,1,0
seed1517,0,1,0
seed3904,1,1,0
seed5460,1,1,0
seed14759,0,1,0
seed13374,0,1,0
seed15470,1,0,0
seed16194,0,1,0
seed1160,0,1,0
seed15763,0,1,0
seed5108,0,1,0
seed5040,1,1,0
seed11981,0,0,0
seed10096,0,1,0
seed2391,1,0,0
seed0826,1,1,0
seed8018,1,1,0
seed4152,1,1,0
seed17844,0,1,0
seed16104,1,1,0
seed12876,1,0,1
seed6710,0,1,0
seed15172,1,1,1
seed10333,0,1,0
seed12739,1,0,0
seed7819,1,1,0
seed6694,1,0,0
seed11675,0,1,0
seed6038,0,1,0
seed16813,0,1,0
seed14496,1,1,0
seed3603,1,1,1
seed13436,0,1,0
seed4864,1,1,0
seed19761,0,1,0
seed15125,0,1,0
seed18181,0,1,0
seed15696,0,1,0
seed0849,0,1,0
seed18580,1,0,0
seed6480,0,1,0
seed1316,0,0,1
seed2269,0,1,0
seed12078,1,1,0
seed12044,0,1,0
seed4237,1,0,0
seed11898,0,1,0
seed9366,0,1,0
seed1119,1,1,0
seed16113,0,1,0
seed16639,1,1,1
seed6677,1,0,0
seed18145,0,0,1
seed14709,1,0,0
seed15128,1,1,0
seed8571,1,1,0
seed15159,1,0,0
seed13337,0,1,0
seed13521,1,1,0
seed4368,1,1,0
seed3602,0,1,0
seed4465,1,0,0
seed18656,1,1,0
seed13979,0,1,0
seed5667,1,1,0
seed3300,1,1,0
seed0839,1,1,0
seed19158,0,1,0
seed14406,0,1,0
seed3249,0,1,0
seed12517,1,0,0
seed15380,1,1,0
seed2532,0,1,0
seed18375,1,1,0
seed0526,0,1,0
seed3527,0,1,0
seed9480,0,1,1
seed19000,0,1,0
seed4989,0,1,0
seed12043,0,1,0
seed4327,0,1,0
seed9620,1,1,1
seed7461,1,0,0
seed10905,1,1,0
seed14591,0,1,0
seed18880,1,1,0
seed9775,0,1,0
seed5388,0,1,0
seed1700,1,1,0
seed15841,0,1,0
seed9003,1,1,0
seed2653,0,1,0
seed18644,1,0,0
seed6176,0,1,0
seed8172,0,1,0
seed13693,0,1,0
seed17468,1,1,0
seed13965,0,1,0
seed8976,0,1,0
seed10883,1,0,1
seed16414,0,1,0
seed12251,0,1,0
seed16982,0,1,0
seed10809,1,0,1
seed13070,1,1,0
seed7979,0,1,0
seed14127,1,1,0
seed0554,1,1,0
seed15075,1,1,0
seed15115,0,1,0
seed18710,1,1,0
seed16418,0,1,0
seed2116,0,1,0
seed2902,0,1,1
seed6482,1,1,0
seed16983,1,1,1
seed5807,1,1,0
seed15225,1,0,0
seed10107,1,1,0
seed7250,0,1,0
seed7189,1,1,0
seed16136,1,0,0
seed11411,1,1,0
seed0696,0,1,0
seed6557,0,1,0
seed9278,1,1,0
seed17936,1,1,0
seed2446,1,0,1
seed15228,1,1,0
seed5229,1,1,0
seed18660,0,1,0
seed17046,1,1,0
seed16157,1,1,0
seed11379,0,1,0
seed3234,0,1,0
seed4285,1,1,0
seed17650,1,1,0
seed18112,0,1,0
seed10038,1,1,0
seed10264,1,1,0
seed1213,0,1,0
seed13766,1,1,0
seed18923,0,1,0
seed8900,0,0,0
seed15743,0,1,0
seed6259,1,1,0
seed3306,1,1,0
seed1639,0,1,0
seed11760,1,1,0
seed8194,0,1,0
seed8319,0,1,0
seed3429,0,1,0
seed18582,1,1,0
seed9504,0,1,0
seed17386,0,0,0
seed11559,1,1,0
seed17668,0,1,0
seed14771,1,1,0
seed10361,0,1,0
seed15386,0,1,0
seed8927,1,1,0
seed18780,1,1,0
seed16609,1,1,0
seed6938,1,1,0
seed17580,0,1,0
seed16596,1,1,0
seed10933,1,0,0
seed15990,0,1,0
seed2420,1,1,0
seed15405,0,1,0
seed3310,1,0,0
seed11553,0,1,0
seed12688,0,1,0
seed14243,0,1,0
seed16306,1,0,0
seed7315,1,1,0
seed3967,1,0,0
seed15065,0,1,0
seed7455,1,0,0
seed17016,1,1,0
seed3871,0,1,0
seed8274,1,1,0
seed14193,1,1,0
seed12618,1,1,0
seed11849,0,1,0
seed16262,1,1,0
seed14131,0,1,0
seed11783,1,1,0
seed4605,0,1,0
seed9225,0,1,0
seed16870,1,0,0
seed17251,0,1,0
seed6980,1,0,1
seed14469,1,1,0
seed9640,1,0,0
seed17548,1,1,0
seed0497,0,1,0
seed0282,1,1,0
seed6039,1,1,0
seed18113,0,1,0
seed10463,0,1,0
seed12761,1,1,1
seed13380,0,1,0
seed9197,0,1,0
seed17367,0,1,0
seed3984,1,0,0
seed13621,0,0,0
seed18816,0,1,0
seed11462,0,1,0
seed11843,1,0,0
seed12255,0,1,0
seed17092,0,1,0
seed17095,0,1,0
seed5872,1,1,0
seed4448,0,1,0
seed6871,1,1,0
seed2252,0,1,0
seed11551,1,1,0
seed16354,1,1,0
seed15222,0,1,0
seed10177,1,1,0
seed5390,0,1,0
seed13490,0,1,0
seed15379,1,1,0
seed7343,0,1,0
seed2090,0,1,0
seed10501,0,1,0
seed16323,1,1,0
seed18804,0,0,0
seed10666,1,0,0
seed17588,0,1,0
seed9845,1,1,0
seed10485,1,1,0
seed15318,1,0,0
seed14672,0,1,0
seed10913,0,1,0
seed1833,1,1,0
seed7879,1,1,0
seed12065,0,0,0
seed3488,0,0,1
seed12532,0,1,0
seed16749,1,0,0
seed12707,0,1,0
seed0688,0,1,0
seed11554,0,1,0
seed4594,1,1,0
seed9533,0,1,0
seed9924,1,1,0
seed14690,1,1,0
seed2233,0,1,0
seed1787,0,1,0
seed3582,0,1,0
seed4697,1,1,1
seed8988,0,1,0
seed4067,1,1,0
seed16068,1,1,0
seed17035,0,1,0
seed12911,1,1,1
seed3862,1,1,0
seed9645,1,0,0
seed11164,1,1,0
seed11039,1,1,0
seed16426,0,1,0
seed10026,0,1,0
seed4364,0,1,1
seed6442,1,1,0
seed11549,1,0,0
seed9979,0,1,0
seed19749,1,0,0
seed4906,0,1,0
seed3353,0,1,0
seed9884,0,1,0
seed16772,0,1,0
seed17375,0,1,0
seed5990,0,1,0
seed17453,1,1,0
seed12999,0,1,0
seed0409,0,1,0
seed5313,1,0,0
seed11155,1,1,1
seed6513,1,0,0
seed7662,1,0,0
seed9576,1,0,0
seed9772,1,1,0
seed0050,1,0,1
seed12452,0,1,0
seed9497,0,1,0
seed3421,0,0,0
seed0813,1,1,0
seed7095,1,1,0
seed2733,0,1,0
seed6865,1,1,0
seed10505,1,1,0
seed2074,0,1,0
seed16584,0,1,0
seed15236,1,0,0
seed11682,1,1,0
seed9897,0,1,0
seed5779,1,1,0
seed11341,0,1,0
seed14792,1,1,0
seed0624,0,1,0
seed10061,0,0,0
seed16555,0,1,0
seed2639,1,1,0
seed11600,0,1,0
seed16698,0,1,0
seed1176,1,0,0
seed6076,1,0,0
seed8487,0,1,0
seed18295,0,1,0
seed17880,0,1,0
seed8421,1,0,0
seed19492,1,0,0
